,Location name,Address,Day,Times,What to do,Date added,gcode,lat,long
57,Glenfield Mall / Katsubi Japanese,"Glenfield Road & Downing Street, Glenfield, 0629",Sunday 15 August,1.00 pm - 2.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': 'Glenfield Road & Downing Street', 'short_name': 'Glenfield Rd & Downing St', 'types': ['intersection']}, {'long_name': 'Glenfield', 'short_name': 'Glenfield', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0629', 'short_name': '0629', 'types': ['postal_code']}], 'formatted_address': 'Glenfield Rd & Downing St, Glenfield, Auckland 0629, New Zealand', 'geometry': {'location': {'lat': -36.783506, 'lng': 174.7214194}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.7821570197085, 'lng': 174.7227683802915}, 'southwest': {'lat': -36.7848549802915, 'lng': 174.7200704197085}}}, 'place_id': 'EkBHbGVuZmllbGQgUmQgJiBEb3duaW5nIFN0LCBHbGVuZmllbGQsIEF1Y2tsYW5kIDA2MjksIE5ldyBaZWFsYW5kImYiZAoUChIJT2ZV_w85DW0RLge7AaA43w8SFAoSCU9mVf8POQ1tES4HuwGgON8PGhQKEgmB0FpEBTkNbREoVkRY82m1nhoUChIJhzB4gg85DW0RsRbvtIwvkwIiCg1MSBPqFXJfJGg', 'types': ['intersection']}]",-36.783506,174.7214194
58,Latin Market near La Pachamama,"Near 179a Archers Road, Glenfield, 0629",Sunday 15 August,12.30 pm - 12.45 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '179A', 'short_name': '179A', 'types': ['street_number']}, {'long_name': 'Archers Road', 'short_name': 'Archers Rd', 'types': ['route']}, {'long_name': 'Hillcrest', 'short_name': 'Hillcrest', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0629', 'short_name': '0629', 'types': ['postal_code']}], 'formatted_address': '179A Archers Road, Hillcrest, Auckland 0629, New Zealand', 'geometry': {'location': {'lat': -36.78234330000001, 'lng': 174.7376403}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.78099431970851, 'lng': 174.7389892802915}, 'southwest': {'lat': -36.78369228029151, 'lng': 174.7362913197085}}}, 'place_id': 'ChIJYZVL26U5DW0Rgpd8fYuHzqk', 'plus_code': {'compound_code': '6P9Q+33 Auckland, New Zealand', 'global_code': '4VMP6P9Q+33'}, 'types': ['street_address']}]",-36.78234330000001,174.7376403
59,Elliot Stables,"1/41 Elliott Street, Auckland Central, 1010",Sunday 15 August,12.10 pm - 1.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['subpremise']}, {'long_name': '41', 'short_name': '41', 'types': ['street_number']}, {'long_name': 'Elliott Street', 'short_name': 'Elliott St', 'types': ['route']}, {'long_name': 'Auckland CBD', 'short_name': 'Auckland CBD', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1010', 'short_name': '1010', 'types': ['postal_code']}], 'formatted_address': '1/41 Elliott Street, Auckland CBD, Auckland 1010, New Zealand', 'geometry': {'location': {'lat': -36.8502747, 'lng': 174.7633947}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8489257197085, 'lng': 174.7647436802915}, 'southwest': {'lat': -36.8516236802915, 'lng': 174.7620457197085}}}, 'place_id': 'Ej0xLzQxIEVsbGlvdHQgU3RyZWV0LCBBdWNrbGFuZCBDQkQsIEF1Y2tsYW5kIDEwMTAsIE5ldyBaZWFsYW5kIh0aGwoWChQKEgmZOJxR5UcNbREEicT2VUdMexIBMQ', 'types': ['subpremise']}]",-36.8502747,174.7633947
60,McDonald's Glenfield,"Cnr Glenfield & Kaipatiki Rd, Glenfield, 0629",Sunday 15 August,11.15am - 11.45 am,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': 'Glenfield Road & Kaipatiki Road', 'short_name': 'Glenfield Rd & Kaipatiki Rd', 'types': ['intersection']}, {'long_name': 'Glenfield', 'short_name': 'Glenfield', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0629', 'short_name': '0629', 'types': ['postal_code']}], 'formatted_address': 'Glenfield Rd & Kaipatiki Rd, Glenfield, Auckland 0629, New Zealand', 'geometry': {'location': {'lat': -36.7820242, 'lng': 174.7208992}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.7806752197085, 'lng': 174.7222481802915}, 'southwest': {'lat': -36.7833731802915, 'lng': 174.7195502197085}}}, 'place_id': 'EkJHbGVuZmllbGQgUmQgJiBLYWlwYXRpa2kgUmQsIEdsZW5maWVsZCwgQXVja2xhbmQgMDYyOSwgTmV3IFplYWxhbmQiZiJkChQKEgnrOr4hEDkNbRF6tFdcBZDA_RIUChIJ6zq-IRA5DW0RerRXXAWQwP0aFAoSCYHQWkQFOQ1tEShWRFjzabWeGhQKEgm_jXeMFzkNbRGNF0D4rMOR2yIKDS6CE-oVIEskaA', 'types': ['intersection']}]",-36.7820242,174.7208992
61,Pak n Save Wairau,"30-60 Wairau Road, Glenfield, 0627",Sunday 15 August,11.00 am - 12.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '30', 'short_name': '30', 'types': ['street_number']}, {'long_name': 'Wairau Road', 'short_name': 'Wairau Rd', 'types': ['route']}, {'long_name': 'Wairau Valley', 'short_name': 'Wairau Valley', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0627', 'short_name': '0627', 'types': ['postal_code']}], 'formatted_address': '30 Wairau Road, Wairau Valley, Auckland 0627, New Zealand', 'geometry': {'location': {'lat': -36.7782964, 'lng': 174.7446288}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.77694741970851, 'lng': 174.7459777802915}, 'southwest': {'lat': -36.77964538029151, 'lng': 174.7432798197085}}}, 'place_id': 'ChIJ5T5peLw5DW0R2hyU7d0MOes', 'plus_code': {'compound_code': '6PCV+MV Auckland, New Zealand', 'global_code': '4VMP6PCV+MV'}, 'types': ['street_address']}]",-36.7782964,174.7446288
62,Church of Christ Mt Roskill,"361 Mount Albert Road, Mount Roskill, Auckland, 1041",Sunday 15 August,11.00 am - 1.30 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '361', 'short_name': '361', 'types': ['street_number']}, {'long_name': 'Mount Albert Road', 'short_name': 'Mount Albert Rd', 'types': ['route']}, {'long_name': 'Mount Roskill', 'short_name': 'Mount Roskill', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1041', 'short_name': '1041', 'types': ['postal_code']}], 'formatted_address': '361 Mount Albert Road, Mount Roskill, Auckland 1041, New Zealand', 'geometry': {'location': {'lat': -36.9045793, 'lng': 174.7410793}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.90323031970851, 'lng': 174.7424282802915}, 'southwest': {'lat': -36.9059282802915, 'lng': 174.7397303197085}}}, 'place_id': 'ChIJeVQ0z2dGDW0RfoOSZBSJhCE', 'plus_code': {'compound_code': '3PWR+5C Auckland, New Zealand', 'global_code': '4VMP3PWR+5C'}, 'types': ['street_address']}]",-36.9045793,174.7410793
63,BP Birkenhead,"172-178 Mokoia Road, Birkenhead, 0626",Sunday 15 August,10.30 am - 10.45 am,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '172', 'short_name': '172', 'types': ['street_number']}, {'long_name': 'Mokoia Road', 'short_name': 'Mokoia Rd', 'types': ['route']}, {'long_name': 'Chatswood', 'short_name': 'Chatswood', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '172 Mokoia Road, Chatswood, Auckland 0626, New Zealand', 'geometry': {'location': {'lat': -36.8110585, 'lng': 174.7132278}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8097095197085, 'lng': 174.7145767802915}, 'southwest': {'lat': -36.8124074802915, 'lng': 174.7118788197085}}}, 'place_id': 'ChIJYQm6NOo4DW0R4InIvQOLzg8', 'types': ['subpremise']}]",-36.8110585,174.7132278
64,Central Auckland Church of Christ,"52 Hepburn Street, Freemans Bay, Auckland 1011",Sunday 15 August,10.15 am - 12.02 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '52', 'short_name': '52', 'types': ['street_number']}, {'long_name': 'Hepburn Street', 'short_name': 'Hepburn St', 'types': ['route']}, {'long_name': 'Freemans Bay', 'short_name': 'Freemans Bay', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1011', 'short_name': '1011', 'types': ['postal_code']}], 'formatted_address': '52 Hepburn Street, Freemans Bay, Auckland 1011, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.852938, 'lng': 174.7513394}, 'southwest': {'lat': -36.8533128, 'lng': 174.7509136}}, 'location': {'lat': -36.8531421, 'lng': 174.7511019}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8517764197085, 'lng': 174.7524754802915}, 'southwest': {'lat': -36.8544743802915, 'lng': 174.7497775197085}}}, 'place_id': 'ChIJTzN8FZNHDW0RacxKTgUucK0', 'types': ['premise']}]",-36.8531421,174.7511019
65,Countdown Glenfield Mall,"Cnr Glenfield Rd and Downing St, Glenfield, Auckland, 0629",Sunday 15 August,10.30 am - 11.15 am,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': 'Glenfield Road & Downing Street', 'short_name': 'Glenfield Rd & Downing St', 'types': ['intersection']}, {'long_name': 'Glenfield', 'short_name': 'Glenfield', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0629', 'short_name': '0629', 'types': ['postal_code']}], 'formatted_address': 'Glenfield Rd & Downing St, Glenfield, Auckland 0629, New Zealand', 'geometry': {'location': {'lat': -36.783506, 'lng': 174.7214194}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.7821570197085, 'lng': 174.7227683802915}, 'southwest': {'lat': -36.7848549802915, 'lng': 174.7200704197085}}}, 'place_id': 'EkBHbGVuZmllbGQgUmQgJiBEb3duaW5nIFN0LCBHbGVuZmllbGQsIEF1Y2tsYW5kIDA2MjksIE5ldyBaZWFsYW5kImYiZAoUChIJT2ZV_w85DW0RLge7AaA43w8SFAoSCU9mVf8POQ1tES4HuwGgON8PGhQKEgmB0FpEBTkNbREoVkRY82m1nhoUChIJhzB4gg85DW0RsRbvtIwvkwIiCg1MSBPqFXJfJGg', 'types': ['intersection']}]",-36.783506,174.7214194
66,New Lynn RSA Bowling Club,"2 Veronica Street, New Lynn, Auckland 0600",Sunday 15 August,8.00 am - 5.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Veronica Street', 'short_name': 'Veronica St', 'types': ['route']}, {'long_name': 'New Lynn', 'short_name': 'New Lynn', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0600', 'short_name': '0600', 'types': ['postal_code']}], 'formatted_address': '2 Veronica Street, New Lynn, Auckland 0600, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.9076776, 'lng': 174.6882192}, 'southwest': {'lat': -36.9081699, 'lng': 174.6874323}}, 'location': {'lat': -36.9078745, 'lng': 174.6878708}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9065747697085, 'lng': 174.6891747302915}, 'southwest': {'lat': -36.9092727302915, 'lng': 174.6864767697085}}}, 'place_id': 'ChIJR7gx40xBDW0RyQPQzEJHV2Q', 'types': ['premise']}]",-36.9078745,174.6878708
67,Mobil Don Buck,"Don Buck and Triangle Road, Massey, Auckland 0614",Saturday 14 August,10.15 pm - 10.20 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': 'Triangle Road', 'short_name': 'Triangle Rd', 'types': ['route']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0614', 'short_name': '0614', 'types': ['postal_code']}], 'formatted_address': 'DON BUCK &, Triangle Road, Auckland 0614, New Zealand', 'geometry': {'location': {'lat': -36.83504, 'lng': 174.60323}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -36.8336910197085, 'lng': 174.6045789802915}, 'southwest': {'lat': -36.8363889802915, 'lng': 174.6018810197085}}}, 'place_id': 'ChIJ0eJ1patqDW0RwXE8U03JIHc', 'plus_code': {'compound_code': '5J73+X7 Auckland, New Zealand', 'global_code': '4VMP5J73+X7'}, 'types': ['establishment', 'gas_station', 'point_of_interest']}]",-36.83504,174.60323
68,The Good Home Birkenhhead,"83 Birkenhead Avenue, Birkenhead, 0626",Saturday 14 August,6.30 pm - 10.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",18-Aug,"[{'address_components': [{'long_name': '83', 'short_name': '83', 'types': ['street_number']}, {'long_name': 'Birkenhead Avenue', 'short_name': 'Birkenhead Ave', 'types': ['route']}, {'long_name': 'Birkenhead', 'short_name': 'Birkenhead', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0626', 'short_name': '0626', 'types': ['postal_code']}], 'formatted_address': '83 Birkenhead Avenue, Birkenhead, Auckland 0626, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.8104871, 'lng': 174.7262599}, 'southwest': {'lat': -36.8106234, 'lng': 174.7258082}}, 'location': {'lat': -36.8105392, 'lng': 174.726026}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.8092062697085, 'lng': 174.7273830302915}, 'southwest': {'lat': -36.8119042302915, 'lng': 174.7246850697085}}}, 'place_id': 'ChIJjV32VfE4DW0RMfICJR7MbxU', 'types': ['premise']}]",-36.8105392,174.726026
69,Church of Christ Mt Roskill,"361 Mount Albert Road, Mount Roskill, Auckland 1041",Saturday 14 August,5.30 pm 10.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",20-Aug,"[{'address_components': [{'long_name': '361', 'short_name': '361', 'types': ['street_number']}, {'long_name': 'Mount Albert Road', 'short_name': 'Mount Albert Rd', 'types': ['route']}, {'long_name': 'Mount Roskill', 'short_name': 'Mount Roskill', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1041', 'short_name': '1041', 'types': ['postal_code']}], 'formatted_address': '361 Mount Albert Road, Mount Roskill, Auckland 1041, New Zealand', 'geometry': {'location': {'lat': -36.9045793, 'lng': 174.7410793}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.90323031970851, 'lng': 174.7424282802915}, 'southwest': {'lat': -36.9059282802915, 'lng': 174.7397303197085}}}, 'place_id': 'ChIJeVQ0z2dGDW0RfoOSZBSJhCE', 'plus_code': {'compound_code': '3PWR+5C Auckland, New Zealand', 'global_code': '4VMP3PWR+5C'}, 'types': ['street_address']}]",-36.9045793,174.7410793
